ID,r_value,g_value,b_value,Y_value,Cb_value,Cr_value,H_value,S_value,V_value,L_value,A_value,B_value,Class
905,180.9562861,134.8177699,117.5095513,146.6492226,111.5627721,152.5171479,8.163749445,91.00475344,180.9562861,153.2466015,143.3271879,144.2594402,0
1003,147.6477659,107.1783851,95.44023588,117.9290088,115.2892946,149.2242005,6.644136993,93.15354956,147.6477659,124.8932865,142.6461783,141.1058063,0
673,157.0850144,109.7143262,84.98369199,121.0854043,107.6587372,153.7252101,10.19566065,118.8314248,157.0850144,128.6605807,143.7906903,149.3309817,0
196,141.3677028,102.8824867,82.70280516,112.0864291,111.4094011,148.9112964,10.20773313,108.5284306,141.3677028,119.5299469,140.8931008,145.6141016,1
746,163.9735579,110.0248963,77.96802538,122.514116,102.8787731,157.6128875,11.04100561,134.3251973,163.9735579,130.8621756,145.8303637,154.5112684,0
92,161.0502565,112.6012223,97.62785114,125.3777693,112.3407727,153.4831933,6.6567718,101.7069737,161.0502565,132.4446688,145.3526683,144.0458911,1
705,121.2543806,79.69611567,66.66609484,90.64795981,114.4674672,149.8804068,6.911898052,117.522485,121.2543806,96.95478495,143.8859208,142.8816322,0
608,118.1487199,77.38243599,53.30459337,86.83716114,109.0894202,150.3747176,11.15069654,142.5018825,118.1487199,93.87245858,142.372741,149.2788968,0
605,176.1194966,123.1897691,105.1570272,136.962358,110.0596555,155.9734576,7.652795308,106.1790779,176.1194966,143.9413839,146.4473235,146.3379984,0
107,128.2584493,90.42682367,75.49946475,100.0415966,114.1384004,148.188408,7.82306163,107.6247133,128.2584493,106.9386756,141.646735,142.8808686,1
830,171.6815012,132.8654635,128.5484003,143.9780558,119.2844545,147.7854799,2.950779327,64.42329779,171.6815012,150.4825677,142.2491797,136.0098441,0
90,147.7592609,102.4326073,91.11153263,114.7112827,114.6948139,151.6051504,5.966303669,103.57315,147.7592609,121.3133536,144.977997,142.0698027,1
1,177.391623,130.8350393,109.5835244,142.3370865,109.5352113,153.0430724,9.303103505,99.11705699,177.391623,149.5609646,143.25217,146.6422781,0
815,173.0214038,136.0220987,122.7848506,145.561918,115.1302293,147.609729,7.523558026,74.86601807,173.0214038,152.4346074,140.1980542,140.5218902,0
592,138.3213274,95.3719142,67.80574666,105.0845811,106.9668151,151.7288547,11.52124646,132.0449211,138.3213274,112.7227843,142.1618778,150.733711,0
740,180.0240056,120.540389,86.40739443,134.4471701,100.9031015,160.5393377,10.85342562,133.1191519,180.0240056,142.7673909,147.4748554,156.1074996,0
1117,162.6069755,116.3014055,99.32535138,128.2196773,111.7022384,152.5377408,8.607496096,98.30609058,162.6069755,135.9864654,143.9796981,144.8818324,0
925,144.2006508,105.5097614,95.85497366,115.9437558,116.6444066,148.1699721,5.906259684,89.11791137,144.2006508,122.5003099,142.2178494,139.6182213,0
1007,134.008567,94.73831776,74.90563344,104.2132658,111.4622274,149.3154206,9.921469367,114.2005452,134.008567,111.575026,141.4327622,145.7672638,0
646,172.0754025,127.947768,97.8796963,137.7371384,105.5229742,152.5113235,12.04149758,112.9679277,172.0754025,145.3707292,141.2771305,151.0675481,0
60,151.5892795,109.3340471,87.42287767,119.488499,109.9245009,150.9550321,10.12295365,110.9354148,151.5892795,126.6607032,141.9937142,146.8888582,1
667,172.5241808,117.0729862,106.1564707,132.4178471,113.1808252,156.65429,4.865606546,100.1213864,172.5241808,138.965649,148.4576788,142.9587788,0
598,160.5506021,111.2767399,81.33734726,122.6208606,104.7412786,155.1026651,11.26978927,127.9100407,160.5506021,130.5916859,144.034266,152.493802,0
882,141.0287846,102.1915423,95.08528785,112.9829424,117.8884151,148.0461976,4.486140725,84.38877043,141.0287846,119.818408,142.6293532,138.2253021,0
73,152.975223,119.9355798,103.567889,127.96333,114.2249752,145.8404361,9.902874133,83.4975223,152.975223,135.3607532,138.432111,141.9226957,1
114,138.1805976,95.29387292,70.14353253,105.2647504,108.2063162,151.5032148,10.96236762,128.6321861,138.1805976,112.9037443,142.4391074,149.4625567,1
763,179.2884922,135.7417915,108.4971841,145.6762831,107.0345872,152.0216236,11.48220168,104.1641696,179.2884922,152.9323133,141.2043885,149.2646903,0
786,137.3562938,96.63273392,73.77857361,106.2191405,109.7061871,150.2522097,10.74001829,119.303566,137.3562938,113.9367571,141.6420299,147.6447729,0
712,155.1782597,105.534088,76.4331634,117.0940983,105.0866672,155.2167977,11.00769031,130.7605634,155.1782597,125.2787523,144.4946859,152.3714681,0
199,140.4940165,98.51720269,68.88406881,107.7202693,106.0953628,151.3167539,12.15108452,131.5433807,140.4940165,115.8735976,141.3713538,151.60546,1
870,176.4055158,129.5879015,100.7514471,140.3344683,105.6681421,153.762456,11.47066167,110.3268641,176.4055158,148.030984,142.3547838,150.7304506,0
1105,174.0607857,122.5222605,94.52267402,134.7614059,105.3123363,156.0603722,10.45072364,118.5316334,174.0607857,142.5352171,144.7368711,151.4053756,0
51,172.2244834,125.7618451,104.0179503,137.1840952,109.285431,153.0272386,9.570027134,102.085264,172.2244834,144.4877896,143.158109,146.9719265,1
970,175.0281825,120.3817855,91.12088654,133.4049615,104.1739326,157.7298757,10.37869157,124.3564156,175.0281825,141.1586882,145.9846993,152.7137312,0
983,154.7896154,104.7926317,83.4291716,117.3069051,108.8929225,154.7702251,8.736399871,119.2210492,154.7896154,124.7541743,145.4889583,148.1349779,0
1106,175.6983713,118.3433225,86.84586319,131.9033225,102.5898371,159.272443,10.4934202,129.8872964,175.6983713,140.1081433,146.9322476,154.4392182,0
120,151.0906574,103.7754325,79.26089965,115.1425606,107.7788927,153.6802768,10.21557093,121.9311419,151.0906574,123.0588235,143.9868512,149.4771626,1
946,126.2985913,85.25255206,67.5419559,95.52603103,112.2209065,150.0122499,8.938852593,119.3495304,126.2985913,102.5572683,142.7933851,145.1978359,0
42,138.3644256,91.42890418,66.42752779,102.6224457,107.5985177,153.5253573,10.16887242,134.1214399,138.3644256,110.2097406,144.3453679,150.1759661,1
95,160.2813431,110.6575932,95.88270746,123.8129677,112.2416716,154.0474866,6.509967548,104.2124644,160.2813431,130.8550897,145.9308563,144.2409431,1
889,113.4085931,73.2908894,62.94415694,84.09555903,116.0470574,148.9655795,5.865447106,116.4682874,113.4085931,89.9199663,143.8559393,141.285955,0
960,184.0012404,135.4546206,110.3024602,147.1264558,107.2594583,154.3431879,10.11487837,102.8436359,184.0012404,154.3211357,143.3245814,148.8226173,0
194,121.0902141,82.58103976,60.88379205,91.62385321,110.6529052,149.0397554,10.58562691,129.7828746,121.0902141,98.66972477,141.440367,147.2584098,1
826,136.8680883,98.96914512,78.44102661,107.9661257,111.3517645,148.6666352,10.50481223,112.5075486,136.8680883,115.1852236,140.6678619,145.7927911,0
34,131.0615771,95.71913289,77.31573987,104.1960415,112.819667,147.1976123,9.952560478,107.1837889,131.0615771,111.2679862,139.9060635,144.1762488,1
8,154.39445,119.4311199,98.50842418,127.4945491,111.6451933,147.2210109,11.22398414,94.22695738,154.39445,135.0624381,138.71556,144.8235877,1
629,144.7783035,95.73248702,72.79688402,107.7837276,108.2874784,154.4146567,9.481246394,128.4351991,144.7783035,115.5755338,145.349221,149.3379111,0
105,126.7513927,85.3857977,67.28048862,95.71340358,111.9647627,150.1507484,8.647291765,122.5421169,126.7513927,102.6526613,143.0137593,145.5770857,1
102,134.1466905,95.35957066,72.89713775,104.3935599,110.236136,149.2719141,11.09660107,123.6350626,134.1466905,111.5474061,141.1144902,147.440966,1
966,140.7982442,102.0859069,79.51810629,111.0929613,110.209594,149.2423577,10.97977739,112.0415426,140.7982442,118.7800596,140.5638815,146.893557,0
599,170.2416195,118.7320418,93.48498041,131.2713866,106.7039073,155.8353287,9.853504571,117.3835982,170.2416195,138.8779386,145.1714192,150.0796691,0
30,139.5089459,87.14303773,62.93280825,100.0471606,107.0681641,156.1861144,9.184266822,141.327888,139.5089459,107.8775768,147.0568845,151.0642746,1
943,146.6477655,103.5039213,81.84538778,113.9584215,109.8901407,151.3625047,10.01674343,114.9836923,146.6477655,121.4409934,142.5507905,147.1623926,0
635,154.9526057,108.5401145,82.59132443,119.4751481,107.2000201,153.3412993,10.56411286,121.6430364,154.9526057,127.0473943,143.3304549,149.9316196,0
658,157.9931309,112.187076,84.34777815,122.7308345,106.3718623,153.2036974,11.17876526,120.1793589,157.9931309,130.7136194,142.7437246,150.6886024,0
791,154.534068,114.3872083,91.57288966,123.8198646,109.8120859,149.9576491,10.8113656,106.1924517,154.534068,131.423293,140.8035869,146.9227168,0
993,144.2410591,105.7497707,92.53404402,115.7620358,114.8763182,148.3491518,7.554562127,94.18007795,144.2410591,122.6467217,141.5945667,141.5618982,0
1000,152.5658356,111.5744059,90.2674328,121.4010518,110.4355279,150.2506817,10.23724192,106.3416439,152.5658356,129.0107129,141.4503311,146.3338527,0
711,130.8433981,84.50378641,70.36621359,96.75223301,113.1125243,152.3484466,6.842524272,120.2615534,130.8433981,103.568932,145.5851456,144.2773786,0
1031,180.9228171,129.0271399,118.465062,143.3435466,113.9557902,154.8465553,5.066867248,88.99889476,180.9228171,149.8450817,146.6345941,141.7805477,0
23,153.8367599,98.62020285,71.1285636,112.0031524,104.9729989,157.8821272,9.988212719,138.2171053,153.8367599,120.2541118,147.3410088,152.8696546,1
796,139.7311699,100.0140905,77.18676345,109.2962425,109.8794193,149.7660974,10.74474808,116.0212639,139.7311699,116.9213493,141.0944492,147.3250213,0
633,157.5404386,113.5356048,86.31160104,123.6178967,106.9636878,152.2324923,11.35569441,117.803702,157.5404386,131.4353926,142.0187456,150.0530535,0
689,158.7763539,115.0872466,88.18932678,125.0997981,107.1713333,152.0651277,11.2622663,116.6459229,158.7763539,132.6752392,141.8709734,149.7506364,0
96,158.6061959,114.1142032,88.03754266,124.4528748,107.4681019,152.3859281,10.974534,115.1906012,158.6061959,132.0530323,142.2916776,149.388816,1
574,123.873934,88.92695588,68.53096033,97.04078606,111.9269559,147.1401557,10.92028179,116.7126437,123.873934,104.1438636,139.7415647,145.553578,0
25,139.8365617,87.53526029,70.49220642,101.2407688,110.6501211,155.5723366,7.364860775,127.9375757,139.8365617,108.6233354,147.660336,146.9906931,1
713,178.8430903,121.7961463,97.81443299,136.1389298,106.4110825,158.5055228,8.839040255,118.2703731,178.8430903,143.5648012,147.5216618,150.3082351,0
70,133.2394035,96.77598116,80.72291994,105.8601256,113.8133438,147.5797488,9.10533752,101.9832025,133.2394035,113.0494505,140.6089482,143.0246468,1
816,133.958053,99.27502968,84.2813613,107.9192719,114.6458251,146.5880491,8.726157499,96.08231104,133.958053,115.2180451,139.9074001,142.0067273,0
1029,178.4894018,125.4371861,98.49870753,138.2364106,105.5829764,156.7501846,9.974335303,117.5170236,178.4894018,145.2801699,145.4110414,150.9903988,0
827,168.1880205,115.4014258,99.33593177,129.3597175,111.0673596,155.7319608,6.837630755,104.9117196,168.1880205,136.6186288,146.8333666,145.3341995,0
963,164.4806554,116.6134122,92.52177211,128.1847975,107.9165529,153.930663,9.887573964,111.9805796,164.4806554,135.9329389,143.7932029,148.7698377,0
28,139.3442755,85.74361255,70.14852846,99.99975744,111.1588777,156.1059185,6.744259379,128.7385996,139.3442755,107.2111093,148.4610285,146.5295925,1
732,160.7693058,107.4854815,83.79409512,120.7363693,107.1870343,156.6012116,9.227700021,124.1242253,160.7693058,128.4355546,146.5143792,149.9977717,0
691,184.4701991,133.2086399,103.157003,145.1313534,104.3299359,156.1126561,10.92939588,113.7769153,184.4701991,152.763213,144.0604117,152.0579818,0
979,164.1716689,125.5800364,101.6655298,134.4010914,109.5297863,149.2801273,11.43701683,98.57958163,164.1716689,142.0482037,139.6712142,146.8653934,0
839,142.3086276,98.15457813,74.55635441,108.6736096,108.7541764,152.028653,10.40928315,123.0782406,142.3086276,116.3017551,142.9964052,148.6235991,0
800,181.0219376,134.3991301,107.9995699,145.346891,106.9368637,153.4903217,10.76274913,103.8859628,181.0219376,152.7776132,142.4665679,149.2464752,0
919,188.228717,135.5184341,112.2627028,148.6451267,107.5062341,156.2719533,9.139160745,105.1425124,188.228717,155.5866738,145.3105644,148.6124145,0
1009,152.8778896,105.5114364,78.06434889,116.5689539,106.2860018,153.9234523,10.90460506,127.3979262,152.8778896,124.4890515,143.768527,151.1091186,0
9,156.5301012,113.5062334,89.47650506,123.6353756,108.7323388,151.5118807,10.59083644,112.8244006,156.5301012,131.079382,141.960895,148.1144379,1
15,134.6576971,94.0951189,80.15331665,104.6245307,114.1908636,149.4405507,7.427409262,106.8529412,134.6576971,111.5337922,142.8153942,142.7622028,1
837,166.9769535,113.2097463,96.41809576,127.3749515,110.5368976,156.2965003,7.147900985,108.7672849,166.9769535,134.7751222,147.2329479,146.0597501,0
97,129.9173879,90.92918961,65.35208497,99.6974823,108.6488985,149.6245083,11.64575138,128.8357592,129.9173879,106.9917388,140.8477577,149.0853659,1
46,114.2268041,79,73.70618557,88.87886598,119.435567,146.0695876,3.775773196,90.86340206,114.2268041,95.01030928,142.0670103,137.0747423,1
122,136.6504217,95.67947516,71.73789441,105.212746,109.1084036,150.4451734,10.98937832,123.494533,136.6504217,112.7810059,141.6754139,148.3801937,1
198,131.1431718,88.92951542,59.01211454,98.16960352,105.9339207,151.5220264,12.27202643,140.7136564,131.1431718,106.2136564,141.8832599,152.2367841,1
833,122.4844998,82.55812588,62.08994833,92.16756693,111.0435651,149.6914044,10.0915923,127.903241,122.4844998,99.22064349,142.1643964,146.7848755,0
634,121.4348844,80.53731343,59.9397132,90.42932397,110.8080187,150.1434006,9.677787533,129.960199,121.4348844,97.56453029,142.6704712,147.0793093,0
747,168.9538509,115.4219255,85.03354037,127.9685093,103.7875155,157.2750311,10.77981366,127.7496894,168.9538509,136.1863354,145.6121739,153.3493789,0
911,177.3837483,136.0319015,119.4671409,146.5229549,112.7409576,150.0562517,8.564268126,84.61937073,177.3837483,153.235513,141.4802736,143.0260465,0
1108,175.2596225,122.2831576,91.88024025,134.6773719,103.8696985,156.9763422,10.90782054,122.5106644,175.2596225,142.6358176,145.0398382,152.9377298,0
771,190.610857,125.4042436,93.20964453,141.2305869,100.9139157,163.2493249,9.840727473,130.7454395,190.610857,149.3486911,149.7910719,155.8949573,0
68,174.0506875,135.817361,111.4563924,144.4656269,109.3695875,149.1422122,11.64518777,92.11553458,174.0506875,152.0644367,139.1602709,146.6905397,1
990,149.1333866,110.9249201,87.25532481,119.6999468,109.7276358,149.0548456,11.29605964,106.7324281,149.1333866,127.4318424,139.9310437,147.0769436,0
861,166.5896701,117.3255455,91.04635956,129.0668577,106.550878,154.8111087,10.21122621,116.1135846,166.5896701,136.9456322,144.1084417,150.176328,0
1083,115.7136488,75.38751715,54.11076818,85.031893,110.5819616,149.93107,10.28017833,137.8048697,115.7136488,91.92283951,142.5545267,147.6927298,0
654,156.5391609,102.0079965,70.61342973,114.7547376,103.1231241,157.8492716,11.01051594,141.2840399,156.5391609,123.0251944,146.4232665,154.6735678,0
1095,179.0482978,126.1139829,98.22164787,138.7880639,105.1494361,156.7569444,10.39750418,117.9256475,179.0482978,146.2981412,145.2183062,151.5037072,0
959,162.2814739,114.2342886,86.51299898,125.457523,106.0536336,154.2915046,10.86315251,119.985261,162.2814739,133.5120778,143.6072671,150.9348004,0
623,155.4330416,105.410558,74.57177243,116.8757659,104.1637309,155.5450219,11.39545952,134.6729212,155.4330416,125.0852845,144.5166849,153.4145514,0
150,138.9451237,94.68126244,73.68230499,105.527912,110.030708,151.8755568,9.508198275,123.0532651,138.9451237,112.7589802,143.5298076,147.3810065,1
724,175.605914,128.7547016,108.1833162,140.4351152,109.8145673,153.1297091,9.161849187,101.5350729,175.605914,147.0771603,143.452954,146.3781823,0
573,181.660027,131.072566,104.3289265,143.1498325,106.0940126,155.5032023,10.20671015,110.6218932,181.660027,150.6133145,144.233915,150.2694635,0
81,150.3599122,100.1141185,84.05193855,113.3335772,111.4608632,154.4162399,7.977322604,112.3057791,150.3599122,120.5032919,146.0168252,145.5259693,1
640,148.8124533,100.7657119,70.41444583,111.6765463,104.7338315,154.5158987,11.51988377,135.9313408,148.8124533,119.8330428,143.8975509,152.985056,0
84,173.6300037,131.8883277,116.6773288,142.6453423,113.3577441,150.1348672,8.022914328,84.81098017,173.6300037,149.4930789,141.8772914,142.4595024,1
860,161.9686924,125.3766114,107.7882136,134.3038674,113.03407,147.7587477,9.701657459,87.75414365,161.9686924,141.4898711,139.6804788,143.1325967,0
923,155.8128123,116.6570307,103.6977159,126.8799964,114.9064061,148.6651499,7.393290507,87.25776231,155.8128123,133.9612777,141.6214311,141.2542827,0
1016,139.04864,102.23168,83.0656,111.0672,112.19104,147.99968,10.22816,105.89728,139.04864,118.40672,140.25728,144.7472,0
1084,115.1506785,73.1448292,54.94618624,83.63547029,111.8177351,150.5112307,9.016612073,135.3137576,115.1506785,90.28685073,143.7620496,146.3310716,0
985,148.8426406,105.0462483,78.88821723,115.1906544,107.5484552,152.056611,11.08462867,121.5969104,148.8426406,123.0129534,142.3133756,149.7037037,0
874,178.9953719,129.0500484,103.5908944,141.0948229,106.8647078,155.0760951,10.15079109,108.4303089,178.9953719,148.5521472,144.0713594,149.4828328,0
1049,147.7478858,99.65903218,79.91549213,111.7906977,110.0110406,153.6929175,8.699612403,119.5970167,147.7478858,119.2040756,145.0893822,147.2379023,0
1080,189.3875878,140.4268179,112.5143124,151.8990524,105.8068444,154.7830805,10.90690823,107.4333481,189.3875878,158.6673541,143.1154809,150.3413856,0
929,140.9559613,100.4868037,79.82254105,110.2501151,110.8367347,149.9515882,10.08638944,113.1630351,140.9559613,117.6223723,141.6557465,146.2268682,0
817,170.5984959,133.0573248,117.8312486,142.5347249,114.0263218,148.0379863,8.438953265,80.60240964,170.5984959,149.5197606,140.2041286,141.7925716,0
672,142.9458388,92.0846103,74.40825627,105.2962351,110.5739102,154.8965654,7.784346103,125.444716,142.9458388,112.469683,146.7798547,146.8915456,0
36,127.7350902,90.07350902,82.80027739,100.479889,118.0305132,147.4660194,4.606102635,92.9556172,127.7350902,106.961165,142.5977809,138.518724,1
978,189.0649592,132.1682702,113.3011744,147.0454515,108.9791653,158.0106828,7.366399045,103.3955942,189.0649592,153.7741358,147.5695043,147.0194413,0
668,170.1886312,120.7256329,93.07066849,132.388995,105.8479006,155.0122783,10.67879339,118.8021828,170.1886312,139.9509777,144.0319236,150.9892072,0
696,169.246328,111.6034209,81.79083741,125.4547275,103.3956572,159.2763401,10.12545304,133.4828321,169.246328,133.4594646,147.5337,153.8975965,0
952,135.3512605,94.25352295,79.42197802,104.8554622,113.6337427,149.8106012,7.878474467,107.5065288,135.3512605,111.7503555,142.8676147,143.2950226,0
945,145.1612688,103.3617696,83.58130217,113.6136895,111.0711185,150.5560935,9.47245409,110.8395659,145.1612688,121.0611018,142.2869783,145.9387312,0
45,136.7208835,92.4346274,66.25323516,102.700357,107.4580544,152.284025,10.9924141,132.1365462,136.7208835,110.5589023,142.9962071,150.3237394,1
1017,172.38001,133.1791082,110.9183367,142.3459419,110.2727956,149.4336172,10.89278557,93.25776553,172.38001,149.5956914,139.993487,145.9088176,0
21,137.6648045,98.69832402,79.34450652,108.150838,111.7653631,149.0763501,9.47858473,113.6350093,137.6648045,114.9255121,141.4320298,145.3947858,1
864,148.5527817,114.0278174,97.41369472,122.4365193,113.8701854,146.617689,9.476462197,89.84807418,148.5527817,129.7075606,139.278174,142.4885877,0
807,162.4916743,115.6105113,108.8596982,128.8676337,116.6886952,152.0184727,3.78678288,86.8252244,162.4916743,135.1937037,145.5873553,139.1631976,0
884,153.0506198,111.1844746,96.78682113,122.0743064,113.721222,150.1511216,7.608913813,95.39743211,153.0506198,129.2360537,142.6110537,142.6127509,0
48,94,60.45454545,53.59090909,69.68181818,118.8636364,145.3181818,4.909090909,110.2272727,94,74.40909091,141.8636364,138.1818182,1
187,142.7425171,92.00613054,67.16271186,104.359322,107.020339,155.4113956,9.277172737,136.7397043,142.7425171,111.9152542,146.0688785,150.7560765,1
964,139.4846963,96.86530849,79.18982331,107.6083808,111.9505648,150.7944385,8.581828715,111.4779376,139.4846963,114.8350874,143.0560973,145.0217244,0
750,146.1756965,101.4852401,74.57652638,111.7924126,107.016479,152.5662122,11.13882632,126.8935388,146.1756965,119.5716657,142.767872,150.432128,0
126,149.0126261,110.3270409,88.42712137,119.4024881,110.520208,149.1906913,10.827567,107.283716,149.0126261,126.7477254,140.4651235,146.3221514,1
1027,158.6515681,107.5433565,83.80320804,120.1186497,107.5109409,155.5218578,9.452573617,123.9394781,158.6515681,127.4926023,145.6039263,149.6218817,0
693,144.9783333,99.67203704,72.9287037,110.1905556,107.0130556,152.839537,11.10231481,128.4734259,144.9783333,117.9877778,143.0912963,150.5347222,0
85,167.5549028,121.2982172,101.9892626,132.9288898,110.5439627,152.7341977,8.495137763,100.9752836,167.5549028,140.2477715,143.5749595,145.7660049,1
992,166.3706628,116.8386343,86.17026246,128.1683719,104.3141681,155.2863657,11.37866993,125.2062945,166.3706628,136.1155472,143.8623221,152.7323176,0
855,174.7433372,133.3582851,115.2498262,143.6819235,111.9484357,150.1984936,8.95225956,87.20312862,174.7433372,150.906489,141.3155272,143.9121669,0
895,143.7854144,101.509458,87.2857682,112.5332799,113.7389028,150.3332704,7.340629275,102.0067928,143.7854144,119.5604981,143.206472,142.9179207,0
702,165.1563924,113.3421128,80.44896071,125.0935364,102.8135678,156.6163155,11.29584282,131.9564351,165.1563924,133.2504271,144.7354072,154.3748576,0
618,163.8199546,106.5788792,92.93838678,122.1543894,111.5168772,157.7608034,5.926206673,111.3808876,163.8199546,129.4231293,149.1998056,145.1899579,0
977,177.2022867,120.7071757,94.64038491,134.6533188,105.4749858,158.3901909,9.387241968,120.0652905,177.2022867,142.2215324,147.0141756,151.2362771,0
184,145.922984,93.70698625,68.22175771,106.4242847,106.454385,156.2172984,9.484113712,137.46479,145.922984,114.2495355,146.5589929,151.3890747,1
71,137.394917,94.20965628,72.7113312,104.7018643,109.9678124,151.3942616,10.00873871,122.3404457,137.394917,112.2224731,143.0018206,147.5219924,1
129,148.165437,102.7063623,78.75036889,113.5785956,108.3323496,152.7224199,9.941150942,119.9976565,148.165437,121.3681972,143.4660186,148.8763128,1
575,162.111566,118.8157625,91.71102013,128.6830433,107.1562607,151.8819516,11.37256909,111.4401228,162.111566,136.517912,141.4578642,149.5332651,0
176,137.2013737,95.03726436,66.57328657,104.4253982,106.6776268,151.4182376,12.02221248,132.8315066,137.2013737,112.2360076,141.7021774,151.0979103,1
1032,181.9134039,127.4887649,119.046765,142.8064752,114.5773943,155.9425473,3.985871435,89.56003337,181.9134039,149.1945154,148.0392055,141.2045253,0
989,161.9598895,117.7778801,89.02603893,127.7225145,106.1664913,152.4568648,11.79155708,117.289979,161.9598895,135.6395318,141.7949763,150.777617,0
200,135.9975131,95.02210555,66.93755181,104.086488,107.0790274,150.768168,12.0654877,131.1005803,135.9975131,111.9400387,141.2442664,150.6692456,1
151,145.258888,97.69078131,69.35045473,108.6912981,105.8176933,154.1228814,10.91897478,134.5119884,145.258888,116.5673832,144.0073377,151.8598594,1
643,176.1517342,119.5806138,91.07864502,133.2483413,104.2017908,158.6350936,9.704352986,122.9786396,176.1517342,141.2094503,146.8950321,152.5819623,0
64,166.0048244,112.703386,80.56544269,124.981551,102.9587689,157.2889306,11.14660949,131.7905387,166.0048244,133.3894845,145.4283927,154.3170285,1
111,148.8505684,100.3864233,69.26639703,111.3518802,104.2736117,154.7689112,11.6747923,138.0150853,148.8505684,119.5681023,143.9914735,153.4989069,1
62,173.373358,129.4770799,106.6472359,140.0152573,109.1481253,151.8474959,10.25082102,98.79645594,173.373358,147.5426245,141.8543377,147.0075944,1
790,142.7007366,102.0516454,77.72800064,111.4751782,108.991993,150.3367363,11.24021139,117.9356634,142.7007366,119.1206662,141.2039795,148.2482184,0
924,147.3548534,111.30689,94.86258089,120.1907118,113.6975257,147.3800533,9.400076132,94.06037305,147.3548534,127.3391702,140.0085268,142.7954321,0
180,135.4661724,98.9768304,75.36793327,107.2215014,110.0454124,148.1853568,11.67284523,115.4198332,135.4661724,114.8053753,139.6672845,147.2594995,1
863,170.7980367,125.2155047,115.0427888,137.6877926,115.1925497,151.6572363,5.326453562,84.3514221,170.7980367,144.1621948,144.2945885,140.5126101,0
731,167.3173888,117.1897443,94.6576123,129.6136655,108.2999426,154.9361777,9.209222207,115.2360761,167.3173888,136.8073848,145.0474361,148.4988296,0
666,159.7590818,107.9660419,97.70938191,122.288091,114.1328314,154.7681373,4.921343582,101.3980204,159.7590818,129.0366432,147.3848584,142.2399179,0
190,155.9837615,104.411977,76.93496005,116.7095111,105.5661998,156.0520663,10.15972163,129.4899046,155.9837615,124.8161354,145.526162,151.8133001,1
645,155.1782597,105.534088,76.4331634,117.0940983,105.0866672,155.2167977,11.00769031,130.7605634,155.1782597,125.2787523,144.4946859,152.3714681,0
679,136.3852484,90.53718158,75.62733708,102.5461366,112.7975434,152.1743813,7.348520603,114.8703334,136.3852484,109.695468,145.0123434,144.3387185,0
130,149.1910192,110.6829243,88.38142755,119.6499338,110.3531209,149.1354241,10.91528358,107.1060992,149.1910192,127.029834,140.3156501,146.4633948,1
1010,146.6521893,104.0681996,81.22283727,114.2050245,109.3816621,151.1969342,10.29990774,115.0707544,146.6521893,121.8455042,142.2032503,147.6531829,0
787,185.8157946,127.5731269,109.4128291,142.9327846,109.0977856,158.6215951,7.017702005,104.7157228,185.8157946,150.1497812,148.3486838,147.0537592,0
968,163.4291423,118.9384901,90.44969316,129.0112744,106.2557443,152.5951192,11.63807621,114.4078778,163.4291423,137.1415727,141.8364493,150.5534466,0
29,143.8421836,89.78693892,73.73496845,104.1228122,110.8577807,156.3697464,6.851708537,126.304441,143.8421836,111.4341588,148.4204667,146.6813311,1
1058,165.345726,124.5989639,95.93585251,133.5294835,106.8051196,150.6867286,12.21164102,109.5381685,165.345726,141.1615115,140.0490629,149.8080146,0
835,142.3609642,97.25225505,76.01283048,108.3291602,109.7673406,152.3189736,9.461741835,119.9152411,142.3609642,115.8933904,143.7046656,147.5020218,0
1075,156.765996,112.8253487,92.07532205,123.6113063,110.2085596,151.6981795,9.632332588,107.354679,156.765996,130.9882359,142.6883317,146.4534228,0
33,115.6665651,65.13646055,49.80729008,78.51071175,111.8041426,154.5469591,6.648593766,147.4402477,115.6665651,84.95593461,148.2881511,146.8688192,1
100,132.0444444,95.19433551,79.52570806,104.4165577,113.9559913,147.7527233,8.492156863,104.0694989,132.0444444,111.4106754,140.9544662,142.9437908,1
1015,155.7910517,119.8743081,101.9633303,128.5816421,112.9716328,147.4261993,9.718865314,91.08487085,155.7910517,135.8125,139.5509686,143.3452491,0
751,188.5316649,135.3402513,111.5801414,148.5510453,107.1787985,156.5691541,9.203011343,106.1924309,188.5316649,155.5669668,145.5029249,148.9789409,0
186,125.3353659,90.28353659,73.39939024,98.81097561,113.6646341,146.9481707,9.603658537,108.1128049,125.3353659,105.8841463,140.1463415,143.5060976,1
939,160.8561091,113.0001657,95.88604728,125.3648917,111.3650022,153.3582081,7.885715864,105.5183385,160.8561091,132.4549271,144.7374613,145.1406871,0
568,143.8980501,101.4412256,76.71754875,111.3270195,108.4916435,151.254039,10.7448468,121.7830084,143.8980501,118.8222841,142.0752089,148.8225627,0
845,201.5151432,148.8057192,127.903659,162.1895756,108.6602257,156.0721301,8.538029327,94.10095473,201.5151432,168.4948152,145.1171258,146.9213832,0
193,153.7757092,109.8368794,82.64539007,119.8882979,106.9875887,152.1870567,11.28634752,120.1143617,153.7757092,127.7810284,142.1001773,150.1312057,1
677,141.6922715,93.04486399,71.73976528,105.1819288,109.1351022,154.0864701,9.166032107,128.9467755,141.6922715,112.7091102,145.4757232,148.533069,0
